Date,ID,Member Since,Type,Charge,Join Date,Zip,Primary's Birthday,Account ID,Type External ID,Date Entered
12/30/2024,TXN00001344,11/18/2014,Building Fund,392,11/18/2014,10016,3/12/1970,ACC010175,TYPE6,1/1/2025
1/1/2025,TXN00000054,11/18/1998,High Holiday Tickets,500,11/18/1998,10069,11/18/1961,ACC010005,TYPE4,1/1/2025
1/1/2025,TXN00000302,11/18/2021,Hineini Pledges,7003,11/18/2021,10001,4/18/1986,ACC010036,TYPE1,1/3/2025
1/1/2025,TXN00000940,11/18/2004,HH Pledges/Memorial Book,373,11/18/2004,10033,3/28/1966,ACC010120,TYPE2,1/2/2025
1/2/2025,TXN00000649,11/18/2008,Building Fund,3145,11/18/2008,11217,6/16/1943,ACC010082,TYPE6,1/2/2025
1/3/2025,TXN00000684,11/18/2002,Religious School Fees,2822,11/18/2002,11217,11/15/1996,ACC010087,TYPE3,1/3/2025
1/4/2025,TXN00000683,11/18/2002,Hineini Pledges,1800,11/18/2002,11217,11/15/1996,ACC010087,TYPE1,1/6/2025
1/5/2025,TXN00000944,11/18/1996,Adult Education,300,11/18/1996,10031,4/16/1952,ACC010121,TYPE5,1/7/2025
1/5/2025,TXN00001392,11/18/2018,HH Pledges/Memorial Book,1000,11/18/2018,11211,6/18/1967,ACC010179,TYPE2,1/6/2025
1/5/2025,TXN00001475,11/18/2001,High Holiday Tickets,221,11/18/2001,10010,12/15/1953,ACC010190,TYPE4,1/6/2025
1/9/2025,TXN00000168,11/18/2011,High Holiday Tickets,366,11/18/2011,10001,9/19/1999,ACC010019,TYPE4,1/9/2025
1/10/2025,TXN00000336,11/18/2000,High Holiday Tickets,471,11/18/2000,11205,7/24/1985,ACC010040,TYPE4,1/11/2025
1/10/2025,TXN00000402,11/18/2023,High Holiday Tickets,350,11/18/2023,10026,1/27/1984,ACC010051,TYPE4,1/10/2025
1/10/2025,TXN00001133,11/18/2002,Religious School Fees,1980,11/18/2002,11205,6/19/1987,ACC010145,TYPE3,1/12/2025
1/12/2025,TXN00000210,11/18/2023,High Holiday Tickets,468,11/18/2023,11205,10/18/1943,ACC010025,TYPE4,1/13/2025
1/12/2025,TXN00001308,11/18/1995,HH Pledges/Memorial Book,188,11/18/1995,10003,1/27/1948,ACC010171,TYPE2,1/12/2025
1/12/2025,TXN00001328,11/18/2015,Religious School Fees,2649,11/18/2015,10075,2/25/1969,ACC010173,TYPE3,1/14/2025
1/13/2025,TXN00000186,11/18/2000,Building Fund,1975,11/18/2000,11231,3/23/1952,ACC010022,TYPE6,1/14/2025
1/13/2025,TXN00000193,11/18/2002,Hineini Pledges,1800,11/18/2002,10030,10/4/1978,ACC010023,TYPE1,1/14/2025
1/13/2025,TXN00000777,11/18/1995,Hineini Pledges,1800,11/18/1995,10001,7/5/1962,ACC010099,TYPE1,1/13/2025
1/13/2025,TXN00001309,11/18/1995,Building Fund,171,11/18/1995,10003,1/27/1948,ACC010171,TYPE6,1/14/2025
1/15/2025,TXN00001080,11/18/2005,HH Pledges/Memorial Book,1000,11/18/2005,10024,10/5/1983,ACC010139,TYPE2,1/17/2025
1/15/2025,TXN00001484,11/18/2020,High Holiday Tickets,500,11/18/2020,10013,4/1/1975,ACC010191,TYPE4,1/16/2025
1/16/2025,TXN00000037,11/18/2006,Hineini Pledges,7587,11/18/2006,10075,11/1/1969,ACC010003,TYPE1,1/18/2025
1/17/2025,TXN00000867,11/18/2021,Building Fund,3731,11/18/2021,10282,4/11/1985,ACC010110,TYPE6,1/18/2025
1/17/2025,TXN00001306,11/18/1995,Hineini Pledges,2608,11/18/1995,10003,1/27/1948,ACC010171,TYPE1,1/17/2025
1/18/2025,TXN00000879,11/18/2008,High Holiday Tickets,500,11/18/2008,10035,12/14/1973,ACC010111,TYPE4,1/20/2025
1/18/2025,TXN00001155,11/18/2001,HH Pledges/Memorial Book,1000,11/18/2001,10282,6/5/1964,ACC010147,TYPE2,1/19/2025
1/19/2025,TXN00000241,11/18/1998,Hineini Pledges,11972,11/18/1998,10027,4/21/1962,ACC010029,TYPE1,1/19/2025
1/21/2025,TXN00000751,11/18/1998,High Holiday Tickets,223,11/18/1998,10065,1/8/1980,ACC010096,TYPE4,1/21/2025
1/22/2025,TXN00000056,11/18/1998,Religious School Fees,3000,11/18/1998,10069,11/18/1961,ACC010005,TYPE3,1/22/2025
1/22/2025,TXN00000985,11/18/1996,Religious School Fees,1714,11/18/1996,10025,11/28/1954,ACC010125,TYPE3,1/22/2025
1/23/2025,TXN00000806,11/18/2001,Building Fund,1654,11/18/2001,10020,10/26/1953,ACC010102,TYPE6,1/25/2025
1/23/2025,TXN00001448,11/18/2021,HH Pledges/Memorial Book,520,11/18/2021,10020,12/5/1974,ACC010185,TYPE2,1/24/2025
1/24/2025,TXN00000579,11/18/2018,High Holiday Tickets,500,11/18/2018,10021,2/21/1993,ACC010072,TYPE4,1/24/2025
1/24/2025,TXN00001254,11/18/2023,Hineini Pledges,1800,11/18/2023,10017,9/2/1966,ACC010162,TYPE1,1/24/2025
1/25/2025,TXN00000628,11/18/2010,Religious School Fees,3000,11/18/2010,10022,11/10/1986,ACC010079,TYPE3,1/26/2025
1/26/2025,TXN00000856,11/18/1999,HH Pledges/Memorial Book,550,11/18/1999,10075,3/26/1982,ACC010109,TYPE2,1/27/2025
1/27/2025,TXN00000542,11/18/2024,Building Fund,5000,11/18/2024,10128,12/17/1944,ACC010067,TYPE6,1/28/2025
1/27/2025,TXN00000593,11/18/2018,Religious School Fees,529,11/18/2018,10018,2/11/1983,ACC010074,TYPE3,1/29/2025
1/27/2025,TXN00001434,11/18/2003,Religious School Fees,1783,11/18/2003,11222,1/2/1961,ACC010184,TYPE3,1/28/2025
1/30/2025,TXN00000831,11/18/1999,Religious School Fees,1660,11/18/1999,10020,12/3/1979,ACC010105,TYPE3,2/1/2025
1/31/2025,TXN00000281,11/18/1997,Hineini Pledges,5985,11/18/1997,10031,7/24/1962,ACC010034,TYPE1,2/2/2025
2/1/2025,TXN00000474,11/18/2000,High Holiday Tickets,332,11/18/2000,11206,10/26/1983,ACC010060,TYPE4,2/2/2025
2/1/2025,TXN00000600,11/18/2009,Religious School Fees,781,11/18/2009,10016,12/14/1954,ACC010075,TYPE3,2/2/2025
2/1/2025,TXN00000686,11/18/2002,Adult Education,138,11/18/2002,11217,11/15/1996,ACC010087,TYPE5,2/2/2025
2/1/2025,TXN00001379,11/18/1996,Hineini Pledges,5112,11/18/1996,11222,6/17/1973,ACC010178,TYPE1,2/3/2025
2/2/2025,TXN00000532,11/18/2023,Hineini Pledges,10061,11/18/2023,11222,5/7/1975,ACC010066,TYPE1,2/2/2025
2/3/2025,TXN00001154,11/18/2001,Hineini Pledges,7052,11/18/2001,10282,6/5/1964,ACC010147,TYPE1,2/4/2025
2/4/2025,TXN00000554,11/18/2020,HH Pledges/Memorial Book,482,11/18/2020,10023,1/23/1993,ACC010069,TYPE2,2/6/2025
2/4/2025,TXN00000708,11/18/2010,Hineini Pledges,10845,11/18/2010,10034,3/22/1976,ACC010090,TYPE1,2/5/2025
2/5/2025,TXN00000063,11/18/2022,High Holiday Tickets,142,11/18/2022,11201,8/5/1984,ACC010006,TYPE4,2/5/2025
2/6/2025,TXN00000076,11/18/2008,Building Fund,1308,11/18/2008,10036,4/24/1949,ACC010007,TYPE6,2/6/2025
2/6/2025,TXN00000379,11/18/2017,High Holiday Tickets,232,11/18/2017,10011,4/15/1973,ACC010047,TYPE4,2/8/2025
2/6/2025,TXN00000768,11/18/2024,HH Pledges/Memorial Book,1000,11/18/2024,10040,8/27/1995,ACC010098,TYPE2,2/8/2025
2/6/2025,TXN00001357,11/18/2010,High Holiday Tickets,480,11/18/2010,10282,12/23/1972,ACC010176,TYPE4,2/6/2025
2/7/2025,TXN00000128,11/18/1999,Religious School Fees,550,11/18/1999,10014,3/21/1986,ACC010014,TYPE3,2/9/2025
2/7/2025,TXN00000792,11/18/2019,Adult Education,159,11/18/2019,10037,10/10/1947,ACC010100,TYPE5,2/8/2025
2/7/2025,TXN00000878,11/18/2008,Hineini Pledges,3923,11/18/2008,10035,12/14/1973,ACC010111,TYPE1,2/9/2025
2/9/2025,TXN00001266,11/18/1995,Religious School Fees,2748,11/18/1995,10030,6/6/1959,ACC010164,TYPE3,2/11/2025
2/9/2025,TXN00001404,11/18/2009,Building Fund,480,11/18/2009,10023,3/8/1963,ACC010181,TYPE6,2/11/2025
2/10/2025,TXN00001101,11/18/2005,Adult Education,129,11/18/2005,10023,1/24/1966,ACC010142,TYPE5,2/10/2025
2/14/2025,TXN00000560,11/18/2023,HH Pledges/Memorial Book,476,11/18/2023,11201,8/15/1947,ACC010070,TYPE2,2/16/2025
2/14/2025,TXN00000846,11/18/2016,Adult Education,300,11/18/2016,11206,9/22/1966,ACC010108,TYPE5,2/15/2025
2/16/2025,TXN00001251,11/18/2007,High Holiday Tickets,500,11/18/2007,10028,5/6/1949,ACC010161,TYPE4,2/18/2025
2/16/2025,TXN00001496,11/18/2002,High Holiday Tickets,405,11/18/2002,10017,5/1/1943,ACC010193,TYPE4,2/18/2025
2/17/2025,TXN00000024,11/18/2000,HH Pledges/Memorial Book,1000,11/18/2000,11205,12/21/1967,ACC010002,TYPE2,2/19/2025
2/17/2025,TXN00000065,11/18/2022,Hineini Pledges,4502,11/18/2022,11201,8/5/1984,ACC010006,TYPE1,2/18/2025
2/17/2025,TXN00000138,11/18/2002,Hineini Pledges,7277,11/18/2002,11206,6/8/1951,ACC010015,TYPE1,2/19/2025
2/18/2025,TXN00000314,11/18/2015,Adult Education,300,11/18/2015,10012,4/1/1964,ACC010037,TYPE5,2/18/2025
2/18/2025,TXN00000389,11/18/2024,Hineini Pledges,6681,11/18/2024,11205,5/25/1977,ACC010049,TYPE1,2/20/2025
2/18/2025,TXN00000548,11/18/2000,Religious School Fees,929,11/18/2000,10032,5/18/1959,ACC010068,TYPE3,2/20/2025
2/18/2025,TXN00000759,11/18/2015,Hineini Pledges,9660,11/18/2015,10010,2/20/1960,ACC010097,TYPE1,2/18/2025
2/18/2025,TXN00000954,11/18/2002,Building Fund,503,11/18/2002,10002,9/6/1989,ACC010122,TYPE6,2/20/2025
2/18/2025,TXN00001466,11/18/2022,High Holiday Tickets,500,11/18/2022,10026,2/25/1953,ACC010188,TYPE4,2/18/2025
2/20/2025,TXN00000530,11/18/2023,High Holiday Tickets,500,11/18/2023,11222,5/7/1975,ACC010066,TYPE4,2/20/2025
2/23/2025,TXN00000821,11/18/2003,Religious School Fees,1087,11/18/2003,10025,9/1/1961,ACC010104,TYPE3,2/25/2025
2/23/2025,TXN00000843,11/18/1996,Building Fund,388,11/18/1996,11222,7/18/1972,ACC010107,TYPE6,2/24/2025
2/23/2025,TXN00000866,11/18/2021,Building Fund,528,11/18/2021,10282,4/11/1985,ACC010110,TYPE6,2/25/2025
2/23/2025,TXN00000905,11/18/2005,Hineini Pledges,1800,11/18/2005,10031,4/28/1947,ACC010114,TYPE1,2/25/2025
2/23/2025,TXN00001187,11/18/2015,Building Fund,143,11/18/2015,10002,10/17/1968,ACC010152,TYPE6,2/25/2025
2/24/2025,TXN00000149,11/18/2001,Adult Education,290,11/18/2001,11211,4/3/1967,ACC010016,TYPE5,2/24/2025
2/24/2025,TXN00000180,11/18/2013,Adult Education,300,11/18/2013,11222,6/22/2000,ACC010021,TYPE5,2/24/2025
2/24/2025,TXN00000778,11/18/1995,HH Pledges/Memorial Book,358,11/18/1995,10001,7/5/1962,ACC010099,TYPE2,2/26/2025
2/24/2025,TXN00001050,11/18/2024,HH Pledges/Memorial Book,736,11/18/2024,10036,4/20/1967,ACC010135,TYPE2,2/25/2025
2/26/2025,TXN00000185,11/18/2000,Building Fund,3585,11/18/2000,11231,3/23/1952,ACC010022,TYPE6,2/27/2025
2/26/2025,TXN00000805,11/18/2001,High Holiday Tickets,446,11/18/2001,10020,10/26/1953,ACC010102,TYPE4,2/28/2025
2/28/2025,TXN00000601,11/18/2009,HH Pledges/Memorial Book,588,11/18/2009,10016,12/14/1954,ACC010075,TYPE2,3/1/2025
2/28/2025,TXN00001248,11/18/2006,Religious School Fees,3000,11/18/2006,10010,3/16/1970,ACC010160,TYPE3,2/28/2025
2/28/2025,TXN00001509,11/18/2013,Hineini Pledges,14926,11/18/2013,10022,10/4/1989,ACC010196,TYPE1,3/1/2025
3/1/2025,TXN00000023,11/18/2000,HH Pledges/Memorial Book,533,11/18/2000,11205,12/21/1967,ACC010002,TYPE2,3/2/2025
3/2/2025,TXN00000086,11/18/2002,HH Pledges/Memorial Book,583,11/18/2002,10030,1/13/1971,ACC010009,TYPE2,3/3/2025
3/3/2025,TXN00000026,11/18/2000,Adult Education,158,11/18/2000,11205,12/21/1967,ACC010002,TYPE5,3/5/2025
3/4/2025,TXN00000103,11/18/1998,Building Fund,2613,11/18/1998,11231,6/7/1974,ACC010011,TYPE6,3/6/2025
3/4/2025,TXN00000277,11/18/2007,Hineini Pledges,4808,11/18/2007,10075,8/13/1978,ACC010033,TYPE1,3/6/2025
3/4/2025,TXN00000961,11/18/2002,Hineini Pledges,7876,11/18/2002,10017,5/27/1964,ACC010123,TYPE1,3/6/2025
3/5/2025,TXN00000233,11/18/1998,Hineini Pledges,5857,11/18/1998,11215,3/16/1955,ACC010028,TYPE1,3/5/2025
3/8/2025,TXN00001186,11/18/2015,High Holiday Tickets,500,11/18/2015,10002,10/17/1968,ACC010152,TYPE4,3/8/2025
3/9/2025,TXN00000620,11/18/2004,Building Fund,1068,11/18/2004,10029,7/26/1970,ACC010078,TYPE6,3/9/2025
3/9/2025,TXN00001232,11/18/2003,Building Fund,540,11/18/2003,10032,8/14/1997,ACC010158,TYPE6,3/9/2025
3/10/2025,TXN00000027,11/18/2000,Adult Education,300,11/18/2000,11205,12/21/1967,ACC010002,TYPE5,3/11/2025
3/10/2025,TXN00000499,11/18/2013,HH Pledges/Memorial Book,1000,11/18/2013,10021,1/17/1955,ACC010063,TYPE2,3/11/2025
3/10/2025,TXN00000546,11/18/2024,Adult Education,300,11/18/2024,10128,12/17/1944,ACC010067,TYPE5,3/11/2025
3/10/2025,TXN00001233,11/18/2003,Building Fund,5000,11/18/2003,10032,8/14/1997,ACC010158,TYPE6,3/12/2025
3/11/2025,TXN00000286,11/18/2016,Building Fund,621,11/18/2016,11201,4/5/1946,ACC010035,TYPE6,3/11/2025
3/11/2025,TXN00001169,11/18/1999,High Holiday Tickets,500,11/18/1999,11205,3/3/1989,ACC010149,TYPE4,3/13/2025
3/12/2025,TXN00000287,11/18/2016,Adult Education,191,11/18/2016,11201,4/5/1946,ACC010035,TYPE5,3/12/2025
3/12/2025,TXN00000448,11/18/2018,High Holiday Tickets,350,11/18/2018,10018,7/5/1989,ACC010057,TYPE4,3/13/2025
3/13/2025,TXN00000209,11/18/2023,High Holiday Tickets,283,11/18/2023,11205,10/18/1943,ACC010025,TYPE4,3/14/2025
3/13/2025,TXN00000517,11/18/2008,Adult Education,300,11/18/2008,10282,1/2/1988,ACC010065,TYPE5,3/14/2025
3/14/2025,TXN00000220,11/18/2006,Hineini Pledges,7315,11/18/2006,11201,3/17/1941,ACC010026,TYPE1,3/16/2025
3/14/2025,TXN00001081,11/18/2005,HH Pledges/Memorial Book,1000,11/18/2005,10024,10/5/1983,ACC010139,TYPE2,3/16/2025
3/15/2025,TXN00000571,11/18/1997,Building Fund,184,11/18/1997,10065,12/7/1987,ACC010071,TYPE6,3/16/2025
3/15/2025,TXN00000895,11/18/2012,High Holiday Tickets,500,11/18/2012,10024,9/6/1965,ACC010113,TYPE4,3/17/2025
3/16/2025,TXN00000712,11/18/2010,High Holiday Tickets,381,11/18/2010,10034,3/22/1976,ACC010090,TYPE4,3/16/2025
3/17/2025,TXN00000380,11/18/2017,High Holiday Tickets,325,11/18/2017,10011,4/15/1973,ACC010047,TYPE4,3/18/2025
3/17/2025,TXN00000531,11/18/2023,Adult Education,130,11/18/2023,11222,5/7/1975,ACC010066,TYPE5,3/17/2025
3/17/2025,TXN00001172,11/18/2012,HH Pledges/Memorial Book,961,11/18/2012,10019,10/8/1988,ACC010150,TYPE2,3/18/2025
3/17/2025,TXN00001503,11/18/1998,HH Pledges/Memorial Book,475,11/18/1998,10027,4/11/1998,ACC010194,TYPE2,3/18/2025
3/18/2025,TXN00000500,11/18/2013,High Holiday Tickets,354,11/18/2013,10021,1/17/1955,ACC010063,TYPE4,3/18/2025
3/19/2025,TXN00001390,11/18/2018,Building Fund,2619,11/18/2018,11211,6/18/1967,ACC010179,TYPE6,3/21/2025
3/20/2025,TXN00001040,11/18/2013,HH Pledges/Memorial Book,1000,11/18/2013,11231,3/25/1949,ACC010134,TYPE2,3/22/2025
3/20/2025,TXN00001516,11/18/2006,High Holiday Tickets,500,11/18/2006,10075,8/5/1975,ACC010198,TYPE4,3/21/2025
3/21/2025,TXN00000013,11/18/2004,Hineini Pledges,6937,11/18/2004,10001,10/2/1977,ACC010001,TYPE1,3/23/2025
3/22/2025,TXN00000366,11/18/2005,Hineini Pledges,10306,11/18/2005,10032,6/15/1970,ACC010045,TYPE1,3/24/2025
3/22/2025,TXN00001024,11/18/2016,High Holiday Tickets,392,11/18/2016,10030,1/25/1960,ACC010132,TYPE4,3/24/2025
3/22/2025,TXN00001200,11/18/2006,HH Pledges/Memorial Book,1000,11/18/2006,10019,9/26/1992,ACC010154,TYPE2,3/22/2025
3/22/2025,TXN00001227,11/18/2001,High Holiday Tickets,500,11/18/2001,10026,9/7/1942,ACC010157,TYPE4,3/24/2025
3/23/2025,TXN00000545,11/18/2024,Adult Education,300,11/18/2024,10128,12/17/1944,ACC010067,TYPE5,3/23/2025
3/23/2025,TXN00001377,11/18/1996,Religious School Fees,500,11/18/1996,11222,6/17/1973,ACC010178,TYPE3,3/25/2025
3/25/2025,TXN00001199,11/18/2006,Hineini Pledges,1800,11/18/2006,10019,9/26/1992,ACC010154,TYPE1,3/26/2025
3/26/2025,TXN00000042,11/18/2004,Building Fund,4806,11/18/2004,10028,1/25/1955,ACC010004,TYPE6,3/26/2025
3/27/2025,TXN00000898,11/18/2012,Adult Education,82,11/18/2012,10024,9/6/1965,ACC010113,TYPE5,3/28/2025
3/27/2025,TXN00000903,11/18/2005,High Holiday Tickets,314,11/18/2005,10031,4/28/1947,ACC010114,TYPE4,3/28/2025
3/27/2025,TXN00001212,11/18/2012,Building Fund,1724,11/18/2012,10022,6/7/1985,ACC010155,TYPE6,3/27/2025
3/28/2025,TXN00000447,11/18/2018,Religious School Fees,2085,11/18/2018,10018,7/5/1989,ACC010057,TYPE3,3/28/2025
3/28/2025,TXN00000913,11/18/2017,Hineini Pledges,10177,11/18/2017,10065,8/28/1946,ACC010116,TYPE1,3/28/2025
3/29/2025,TXN00000062,11/18/2022,Religious School Fees,515,11/18/2022,11201,8/5/1984,ACC010006,TYPE3,3/29/2025
3/29/2025,TXN00000264,11/18/2014,HH Pledges/Memorial Book,478,11/18/2014,10011,12/21/1951,ACC010032,TYPE2,3/29/2025
3/29/2025,TXN00000865,11/18/2021,HH Pledges/Memorial Book,1000,11/18/2021,10282,4/11/1985,ACC010110,TYPE2,3/31/2025
3/29/2025,TXN00001039,11/18/2013,HH Pledges/Memorial Book,547,11/18/2013,11231,3/25/1949,ACC010134,TYPE2,3/31/2025
3/30/2025,TXN00000315,11/18/2015,Building Fund,4594,11/18/2015,10012,4/1/1964,ACC010037,TYPE6,3/31/2025
3/30/2025,TXN00000334,11/18/2000,Religious School Fees,2979,11/18/2000,11205,7/24/1985,ACC010040,TYPE3,4/1/2025
4/1/2025,TXN00001398,11/18/2007,Adult Education,300,11/18/2007,10018,9/1/1979,ACC010180,TYPE5,4/2/2025
4/2/2025,TXN00001079,11/18/2005,Hineini Pledges,4799,11/18/2005,10024,10/5/1983,ACC010139,TYPE1,4/2/2025
4/2/2025,TXN00001477,11/18/2001,Building Fund,5000,11/18/2001,10010,12/15/1953,ACC010190,TYPE6,4/2/2025
4/3/2025,TXN00000559,11/18/2023,High Holiday Tickets,500,11/18/2023,11201,8/15/1947,ACC010070,TYPE4,4/4/2025
4/3/2025,TXN00001295,11/18/2006,High Holiday Tickets,500,11/18/2006,10021,9/5/1965,ACC010169,TYPE4,4/4/2025
4/3/2025,TXN00001422,11/18/2010,Religious School Fees,500,11/18/2010,10033,6/22/1974,ACC010183,TYPE3,4/3/2025
4/4/2025,TXN00000265,11/18/2014,HH Pledges/Memorial Book,823,11/18/2014,10011,12/21/1951,ACC010032,TYPE2,4/4/2025
4/4/2025,TXN00001356,11/18/2010,Building Fund,4073,11/18/2010,10282,12/23/1972,ACC010176,TYPE6,4/5/2025
4/5/2025,TXN00000572,11/18/1997,Building Fund,184,11/18/1997,10065,12/7/1987,ACC010071,TYPE6,4/6/2025
4/5/2025,TXN00001296,11/18/2006,High Holiday Tickets,500,11/18/2006,10021,9/5/1965,ACC010169,TYPE4,4/7/2025
4/6/2025,TXN00000328,11/18/2014,Religious School Fees,2512,11/18/2014,10032,9/20/1992,ACC010039,TYPE3,4/8/2025
4/6/2025,TXN00001261,11/18/2017,Hineini Pledges,1800,11/18/2017,10031,10/28/1952,ACC010163,TYPE1,4/6/2025
4/7/2025,TXN00000953,11/18/2002,Building Fund,178,11/18/2002,10002,9/6/1989,ACC010122,TYPE6,4/7/2025
4/7/2025,TXN00001020,11/18/2016,HH Pledges/Memorial Book,1000,11/18/2016,10016,1/22/1963,ACC010131,TYPE2,4/7/2025
4/8/2025,TXN00001435,11/18/2003,HH Pledges/Memorial Book,1000,11/18/2003,11222,1/2/1961,ACC010184,TYPE2,4/9/2025
4/9/2025,TXN00000148,11/18/2001,Hineini Pledges,1800,11/18/2001,11211,4/3/1967,ACC010016,TYPE1,4/10/2025
4/9/2025,TXN00000324,11/18/1998,Adult Education,123,11/18/1998,10023,12/18/1958,ACC010038,TYPE5,4/10/2025
4/9/2025,TXN00001436,11/18/2003,HH Pledges/Memorial Book,370,11/18/2003,11222,1/2/1961,ACC010184,TYPE2,4/11/2025
4/10/2025,TXN00001033,11/18/2011,Building Fund,3300,11/18/2011,10017,4/26/1953,ACC010133,TYPE6,4/11/2025
4/11/2025,TXN00000839,11/18/2003,HH Pledges/Memorial Book,964,11/18/2003,10282,7/16/1971,ACC010106,TYPE2,4/13/2025
4/12/2025,TXN00000113,11/18/1998,Hineini Pledges,1800,11/18/1998,10036,9/28/1960,ACC010012,TYPE1,4/12/2025
4/12/2025,TXN00001432,11/18/2003,High Holiday Tickets,480,11/18/2003,11222,1/2/1961,ACC010184,TYPE4,4/13/2025
4/18/2025,TXN00000131,11/18/1999,Hineini Pledges,5166,11/18/1999,10014,3/21/1986,ACC010014,TYPE1,4/20/2025
4/18/2025,TXN00001346,11/18/2014,High Holiday Tickets,500,11/18/2014,10016,3/12/1970,ACC010175,TYPE4,4/20/2025
4/19/2025,TXN00000316,11/18/2015,Building Fund,517,11/18/2015,10012,4/1/1964,ACC010037,TYPE6,4/20/2025
4/19/2025,TXN00000798,11/18/2017,High Holiday Tickets,500,11/18/2017,10014,8/26/1978,ACC010101,TYPE4,4/19/2025
4/19/2025,TXN00001381,11/18/1996,High Holiday Tickets,500,11/18/1996,11222,6/17/1973,ACC010178,TYPE4,4/21/2025
4/20/2025,TXN00000254,11/18/2003,High Holiday Tickets,500,11/18/2003,10022,4/26/1963,ACC010031,TYPE4,4/21/2025
4/20/2025,TXN00000573,11/18/1997,Hineini Pledges,4731,11/18/1997,10065,12/7/1987,ACC010071,TYPE1,4/20/2025
4/21/2025,TXN00000765,11/18/2024,Adult Education,300,11/18/2024,10040,8/27/1995,ACC010098,TYPE5,4/22/2025
4/21/2025,TXN00001193,11/18/2007,Religious School Fees,2655,11/18/2007,11215,8/22/1985,ACC010153,TYPE3,4/23/2025
4/21/2025,TXN00001456,11/18/2023,Religious School Fees,2541,11/18/2023,10012,10/11/1977,ACC010187,TYPE3,4/22/2025
4/22/2025,TXN00001021,11/18/2016,Adult Education,300,11/18/2016,10016,1/22/1963,ACC010131,TYPE5,4/23/2025
4/22/2025,TXN00001181,11/18/1995,Building Fund,5000,11/18/1995,10025,10/18/1948,ACC010151,TYPE6,4/22/2025
4/24/2025,TXN00000276,11/18/2007,High Holiday Tickets,182,11/18/2007,10075,8/13/1978,ACC010033,TYPE4,4/25/2025
4/25/2025,TXN00001092,11/18/1995,Religious School Fees,1054,11/18/1995,10075,11/27/1955,ACC010141,TYPE3,4/26/2025
4/27/2025,TXN00000406,11/18/2002,Hineini Pledges,11254,11/18/2002,10040,9/2/1983,ACC010052,TYPE1,4/29/2025
4/27/2025,TXN00001000,11/18/2016,HH Pledges/Memorial Book,489,11/18/2016,10026,5/22/1997,ACC010127,TYPE2,4/28/2025
4/28/2025,TXN00001085,11/18/2015,Building Fund,5000,11/18/2015,10037,2/11/1945,ACC010140,TYPE6,4/29/2025
4/29/2025,TXN00000365,11/18/2005,Adult Education,300,11/18/2005,10032,6/15/1970,ACC010045,TYPE5,4/29/2025
4/29/2025,TXN00000438,11/18/1999,Religious School Fees,1739,11/18/1999,10014,7/7/1951,ACC010055,TYPE3,4/30/2025
4/29/2025,TXN00000896,11/18/2012,Building Fund,3800,11/18/2012,10024,9/6/1965,ACC010113,TYPE6,4/29/2025
4/30/2025,TXN00000758,11/18/2015,Adult Education,135,11/18/2015,10010,2/20/1960,ACC010097,TYPE5,4/30/2025
4/30/2025,TXN00000952,11/18/2002,Hineini Pledges,2605,11/18/2002,10002,9/6/1989,ACC010122,TYPE1,5/2/2025
4/30/2025,TXN00001104,11/18/2005,HH Pledges/Memorial Book,1000,11/18/2005,10023,1/24/1966,ACC010142,TYPE2,4/30/2025
5/1/2025,TXN00001168,11/18/1999,High Holiday Tickets,500,11/18/1999,11205,3/3/1989,ACC010149,TYPE4,5/2/2025
5/4/2025,TXN00000266,11/18/2014,Building Fund,5000,11/18/2014,10011,12/21/1951,ACC010032,TYPE6,5/6/2025
5/5/2025,TXN00000907,11/18/2005,Building Fund,900,11/18/2005,10031,4/28/1947,ACC010114,TYPE6,5/7/2025
5/5/2025,TXN00001449,11/18/2021,HH Pledges/Memorial Book,192,11/18/2021,10020,12/5/1974,ACC010185,TYPE2,5/6/2025
5/6/2025,TXN00000570,11/18/1997,High Holiday Tickets,500,11/18/1997,10065,12/7/1987,ACC010071,TYPE4,5/7/2025
5/6/2025,TXN00001060,11/18/1995,Adult Education,300,11/18/1995,10012,8/28/1950,ACC010136,TYPE5,5/7/2025
5/7/2025,TXN00000064,11/18/2022,High Holiday Tickets,500,11/18/2022,11201,8/5/1984,ACC010006,TYPE4,5/9/2025
5/7/2025,TXN00000355,11/18/2010,HH Pledges/Memorial Book,1000,11/18/2010,10026,12/9/1974,ACC010043,TYPE2,5/8/2025
5/7/2025,TXN00000359,11/18/2002,Religious School Fees,500,11/18/2002,10033,4/15/1972,ACC010044,TYPE3,5/7/2025
5/7/2025,TXN00000511,11/18/1996,Building Fund,3363,11/18/1996,10044,1/4/1986,ACC010064,TYPE6,5/9/2025
5/7/2025,TXN00001476,11/18/2001,High Holiday Tickets,500,11/18/2001,10010,12/15/1953,ACC010190,TYPE4,5/7/2025
5/9/2025,TXN00000192,11/18/2002,Adult Education,300,11/18/2002,10030,10/4/1978,ACC010023,TYPE5,5/10/2025
5/9/2025,TXN00000718,11/18/2006,Hineini Pledges,3567,11/18/2006,10011,2/8/1949,ACC010091,TYPE1,5/9/2025
5/10/2025,TXN00001348,11/18/2014,Building Fund,1307,11/18/2014,10016,3/12/1970,ACC010175,TYPE6,5/10/2025
5/10/2025,TXN00001483,11/18/2020,High Holiday Tickets,500,11/18/2020,10013,4/1/1975,ACC010191,TYPE4,5/10/2025
